avgCost,classify,serviceRate,environmentRate,tel,tasteRate,rid,hours,address,name
256,"[""咖啡、簡餐、茶"",""複合式""]",0.75,0.85,04-2372-8672,0.85,596244,[],"24.13869400692,120.65607870198",for Farm Burger 田樂(小公園店)
383,"[""中式料理"",""粵菜 港式飲茶""]",0.7,0.8,02-2389-0505,0.7,148051,"[""11:00~22:00"",""11:00~23:00""]","25.043628911200003,121.50709401655006",新港茶餐廳
0,"[""冰品、飲料、甜湯"",""甜品、甜湯""]",0,0,0931-652-820,0,1126223,"[""18:00~23:30""]","24.22631140697,120.57683800171",粉圓回來了(靜宜夜市)
111,"[""中式料理"",""台菜餐廳""]",0.55,0.6,02-2507-1918,0.8,27429,"[""11:00~20:00""]","25.05324700667,121.53351200218",富霸王豬腳極品
315,"[""烘焙、甜點、零食"",""西點烘焙、麵包""]",0.65,0.55,03-333-5339,0.85,22709,[],"24.992343001290003,121.31399900486",佳樂藝術蛋糕舖
590,"[""異國料理"",""其他異國料理""]",0.9,0.8,02-2706-1008,0.85,945322,"[""11:00~21:00""]","25.03613801086,121.55319501149",徠一咖啡
1830,"[""日式料理"",""綜合日式料理""]",0.75,0.75,02-2594-3394,0.8,9014,"[""11:30~13:30"",""17:30~22:30""]","25.06479901002,121.52657800421",三井日本料理(本館)
152,"[""烘焙、甜點、零食"",""西點烘焙、麵包""]",0.7,0.65,02-2422-3676,0.85,42588,"[""08:00~21:00""]","25.128711000699997,121.74200601483",連珍糕餅店
343,"[""異國料理"",""法式料理""]",0.9,0.85,04-2255-6270,0.8,617400,"[""11:00~22:00""]","24.16525720167,120.64370830192",PAUL保羅麵包沙龍(台中新光三越中港店)
422,"[""日式料理"",""其他日式料理""]",0.6,0.6,02-2541-9803,0.75,9037,"[""11:30~14:00"",""17:30~21:30""]","25.04990401474,121.52306601491",鰻料理京都屋
508,"[""異國料理"",""義式料理""]",0.85,0.8,02-8770-5251,0.8,592328,"[""17:30~22:00"",""14:30~17:00"",""11:00~14:00""]","25.05202013373877,121.55426242691962",UNIQUE PASTA 維一義大利餐廳
97,"[""冰品、飲料、甜湯"",""飲料專賣店""]",0.7,0.8,04-2225-1930,0.85,34770,"[""12:00~21:30"",""13:00~21:30""]","24.14804301341,120.68276600532",三時茶房
133,"[""中式料理"",""麵食點心""]",0.75,0.65,04-2258-6111,0.85,51701,"[""11:00~20:30""]","24.15116500941,120.6357090036",滬舍餘味餐館
329,"[""日式料理"",""日式麵食專賣""]",0.8,0.8,02-2775-3555,0.8,960572,"[""11:30~14:30"",""17:30~21:30""]","25.03974401191,121.55352700551",玄麻蕎麥處
434,"[""鍋類"",""壽喜燒""]",0.75,0.85,02-2388-8852,0.85,590224,[],"25.045968013729997,121.5121070097",一番地壽喜燒(台北店)
448,"[""鍋類"",""涮涮鍋""]",0.85,0.75,02-2585-7222,0.9,608946,"[""17:30~22:00"",""17:00~22:00"",""11:00~15:30"",""11:00~15:00""]","25.065505304560002,121.52440960590002",好食多涮涮屋(雙城店)
305,"[""咖啡、簡餐、茶"",""複合式""]",0.8,0.8,02-2511-0096,0.75,589092,"[""10:00~22:00""]","25.053204011160002,121.52087000913001",佐曼咖啡館
150,"[""中式料理"",""麵食點心""]",0.75,0.85,06-298-5061,0.65,1106120,"[""00:00~03:00"",""10:00~03:00""]","22.991908609819998,120.19015181214999",子彈列車拉麵特急
343,"[""異國料理"",""其他異國料理""]",0.7,0.75,02-2752-0033,0.75,121039,"[""11:00~01:00"",""00:00~01:00""]","24.915964894982267,121.47573953124434",Toasteria Cafe三號(敦南店)
845,"[""咖啡、簡餐、茶"",""複合式""]",0.75,0.7,02-2523-8000,0.75,10286,"[""14:30~16:00"",""11:30~14:00"",""17:30~21:30""]","25.054415008128707,121.52322791099743",台北晶華酒店-栢麗廳
388,"[""鍋類"",""其他鍋類""]",0.7,0.6,02-2393-4780,0.75,7188,"[""11:00~13:00""]","25.027928013409998,121.52455301901",勵進餐廳(台電員工餐廳)
466,"[""中式料理"",""北京菜""]",0.75,0.8,02-2789-3423,0.8,479588,"[""11:30~14:30"",""17:30~21:00""]","25.0572974128,121.61647031525",餡老滿(南港旗艦店)
312,"[""鍋類"",""其他鍋類""]",0.75,0.75,04-2319-1768,0.75,47432,"[""00:00~02:00"",""11:00~02:00""]","24.15070300093,120.65166601023",八錢鍋物
973,"[""異國料理"",""義式料理""]",0.8,0.85,0903-393-098,0.8,16629,"[""11:30~21:30""]","25.05785501713,121.52569901595",L'IDIOT RESTAURANT 驢子餐廳
348,"[""主題特色餐廳"",""其它主題餐廳""]",0.75,0.75,02-2311-6065,0.7,636630,"[""12:00~22:00""]","25.043067008410002,121.50591200921997",in% HAIR&CAFE
193,"[""異國料理"",""美式料理""]",0.85,0.75,04-2652-8300,0.85,619292,"[""11:00~21:00""]","24.18331071725,120.58958521187",樂丘廚房 Leo Chiu
304,"[""日式料理"",""生魚片、壽司專賣""]",0.65,0.65,02-2545-4699,0.85,928572,"[""17:00~21:00"",""11:30~14:30""]","25.06233101731,121.54511301691001",躼腳日本料理
868,"[""異國料理"",""美式料理""]",0.85,0.8,02-2883-0366,0.8,31929,"[""11:00~22:00""]","25.09592401592,121.5280520021",TOROS鮮切牛排餐廳(士林店)
71,"[""小吃"",""其他小吃""]",0.6,0.55,02-2670-9345,0.7,28239,"[""05:00~21:00""]","24.95410401022,121.35233100972",阿婆壽司
210,"[""異國料理"",""美式料理""]",0.75,0.75,02-2883-5983,0.75,113457,"[""11:00~22:00""]","25.08886600303,121.52615500416",HUGE BURGER
223,"[""咖啡、簡餐、茶"",""咖啡專賣""]",0.6,0.8,04-2229-0589,0.6,140729,[],"24.13529301082,120.67379201604005",貓旅行咖啡輕食館
220,"[""中式料理"",""麵食點心""]",0.75,0.75,02-2389-5577,0.8,22349,"[""11:30~21:00""]","25.04254800886,121.50489701926",牛店
0,"[""異國料理"",""義式料理""]",0.85,0.8,02-2255-1652,0.9,1166051,"[""16:30~21:30"",""11:00~14:30""]","25.03097,121.4769827",好煮義(文聖店)
365,"[""日式料理"",""日式豬排專賣""]",0.9,0.85,04-2231-2538,0.9,91956,"[""17:30~22:00"",""11:30~14:30""]","24.17104801386,120.68520400784",勝博殿日式炸豬排(台中崇德旗艦店)
655,"[""鍋類"",""麻辣火鍋""]",0.8,0.75,02-2731-7928,0.8,100319,"[""11:00~04:00""]","25.04530600429,121.53936300414999",無老鍋(台北市民店)
278,"[""咖啡、簡餐、茶"",""複合式""]",0.6,0.85,02-2758-8812,0.65,1036424,"[""12:00~20:00"",""11:00~21:00""]","25.037381500949998,121.55979271976",Aranzi Aronzo Cafe 阿朗基阿龍佐(旗艦仁愛店)
305,"[""速食料理"",""漢堡、炸雞""]",0.65,0.7,02-8771-9787,0.8,72317,"[""11:30~21:30""]","25.0447330105,121.54751700502997",Bravo Burger 發福廚房(二店)
360,"[""異國料理"",""義式料理""]",0.95,0.85,02-2754-2324,0.85,29872,"[""18:00~22:00"",""12:00~15:00""]","25.032824013120003,121.54794900261",Oregano奧瑞岡義式餐廳
294,"[""異國料理"",""美式料理""]",0.85,0.85,04-2252-3309,0.85,585583,"[""08:30~22:00""]","24.163586211840002,120.63562620009",Burger Joint 7分So 漢堡 早午餐專賣(朝富店)
164,"[""烘焙、甜點、零食"",""西點烘焙、麵包""]",0.7,0.65,06-226-0919,0.8,41645,"[""11:00~21:00""]","22.99815101296,120.17420100614",依蕾特布丁奶酪(安平門市)
407,"[""異國料理"",""美式料理""]",0.8,0.8,02-2541-6788,0.8,16551,"[""10:00~22:30""]","25.052375012120002,121.5239060007",Vegas Fresh Cafe 義達餐廳(原Vegas Vegas維加斯美式餐廳)
553,"[""異國料理"",""義式料理""]",0.75,0.7,02-2731-6469,0.75,104402,"[""11:30~14:30"",""17:30~21:30""]","25.039470001650002,121.55574300233",Dancing Pig 豬跳舞小餐館
340,"[""日式料理"",""日式豬排專賣""]",0.85,0.75,02-2507-7279,0.75,32721,"[""17:30~22:00"",""11:30~14:30""]","25.0517210149,121.53401700164001",品田牧場(南京東店)
328,"[""咖啡、簡餐、茶"",""複合式""]",0.8,0.75,04-2229-7210,0.85,143551,"[""12:00~20:30""]","24.13640501088,120.68950790723997",台中咖啡鑽
0,"[""燒烤類"",""韓式燒肉""]",0.95,0.85,07-221-2086,0.95,1146914,"[""17:00~22:00""]","22.62215900788,120.30290100065001",大發韓式燒肉
313,"[""烘焙、甜點、零食"",""西點烘焙、麵包""]",0.7,0.65,02-8787-8186,0.85,28869,"[""07:30~21:30""]","25.05128201211,121.56145301151",佳德糕餅
309,"[""異國料理"",""美式料理""]",0.7,0.7,02-2771-9285,0.75,38484,"[""11:00~22:00""]","25.041953606036213,121.55337917724492",FORKERS佛客漢堡(忠孝店)
221,"[""日式料理"",""其他日式料理""]",0.6,0.55,02-2758-0909,0.8,105851,"[""11:00~23:00"",""10:00~01:00""]","25.03563561424,121.56709890505002",燒丼株式會社
415,"[""中式料理"",""台菜餐廳""]",0.8,0.9,02-8502-3557,0.75,58381,"[""07:30~22:00""]","25.08146900425,121.56187400358",水舞饌(大直店)
342,"[""異國料理"",""美式料理""]",0.7,0.7,02-8773-2136,0.75,94031,[],"25.038841001970003,121.54508200107999",M ONE Cafe
83,"[""小吃"",""其他小吃""]",0.5,0.4,03-954-7736,0.75,35637,[],"24.67592501592,121.76860401571",阿灶伯羊肉
312,"[""日式料理"",""日式麵食專賣""]",0.65,0.6,02-2731-7533,0.75,127071,"[""11:00~21:30"",""11:00~22:00""]","25.04144171863,121.54308211562",山頭火拉麵(台北復興店)
975,"[""異國料理"",""法式料理""]",0.9,0.9,07-533-5330,0.85,13383,"[""18:00~22:00"",""12:00~15:00""]","22.622019018200003,120.28904500162",安多尼歐法式餐廳
504,"[""亞洲料理"",""韓式料理""]",0.65,0.65,02-2523-2073,0.9,96784,[],"25.05121301449,121.52759201295",春川達卡比
262,"[""烘焙、甜點、零食"",""西點烘焙、麵包""]",0.75,0.7,02-2364-5593,0.8,41505,"[""11:30~22:00""]","25.02599701315,121.53146701689",七見櫻堂巧克力甜點專賣店
274,"[""烘焙、甜點、零食"",""巧克力專賣""]",0.8,0.75,049-2984-863,0.9,41688,"[""10:00~22:00""]","23.957413010739998,120.9749240093",18度C低恆溫巧克力工房
263,"[""咖啡、簡餐、茶"",""咖啡專賣""]",0.75,0.8,02-2761-5510,0.75,141841,"[""12:00~22:00"",""12:00~21:00""]","25.05831101409,121.56093200894999",六丁目cafe
320,"[""烘焙、甜點、零食"",""西點烘焙、麵包""]",0.75,0.75,04-2319-8852,0.85,141365,"[""12:00~20:00""]","24.1552250071,120.66054200475001",小梗甜點咖啡
254,"[""異國料理"",""其他異國料理""]",0.75,0.65,02-2552-3252,0.75,205309,"[""10:30~21:30""]","25.04972491727,121.51982501229",Poffertjes Cafe’ 荷蘭小鬆餅
280,"[""中式料理"",""粵菜 港式飲茶""]",0.6,0.6,02-2382-6388,0.75,6462,"[""12:30~22:00""]","25.04317401766,121.50692701824",維多利亞茶餐廳
0,"[""中式料理"",""海鮮餐廳""]",1,1,02-2492-1605,1,18552,"[""10:00~21:00""]","25.204289054063587,121.69028333526028",望海亭活海鮮
60,"[""冰品、飲料、甜湯"",""剉冰、豆花""]",0.55,0.55,06-213-7522,0.75,22161,"[""11:00~23:00""]","22.98910201543,120.20420201486",莉莉水果店
44,"[""冰品、飲料、甜湯"",""剉冰、豆花""]",0.6,0.5,03-832-2929,0.75,58530,"[""12:00~22:30""]","23.97585801642,121.607487008",五霸焦糖包心粉圓
390,"[""日式料理"",""其他日式料理""]",0.75,0.75,02-2314-0298,0.85,1043448,[],"25.047750507179998,121.51705991588001",金子半之助
733,"[""燒烤類"",""炭烤串燒""]",0.85,0.9,07-552-6555,0.9,136069,"[""11:30~24:00""]","22.662630748365164,120.2903151684446",碳佐麻里日式燒肉(高雄高美店)
358,"[""異國料理"",""義式料理""]",0.75,0.8,02-2562-3360,0.8,147627,"[""11:00~21:30""]","25.05315500056,121.52320300349",Vasa Pizzeria 瓦薩比薩(中山店)
428,"[""亞洲料理"",""韓式料理""]",0.75,0.65,02-8773-7103,0.75,120607,"[""17:45~22:30"",""11:15~14:30""]","25.03977660636,121.55553710690003",紅通通韓味鍋物(原紅通通韓味辣雞)
262,"[""咖啡、簡餐、茶"",""複合式""]",0.8,0.85,02-2701-9227,0.7,53081,"[""09:00~22:00""]","25.03668700312,121.54754400246001",akuma caca  可可設計人文咖啡
304,"[""烘焙、甜點、零食"",""西點烘焙、麵包""]",0.75,0.85,02-2567-9125,0.8,981020,"[""10:30~22:00"",""10:30~21:30""]","25.053045709779997,121.52105921786",Monteur 夢甜屋(中山門市)
865,"[""燒烤類"",""日式燒肉""]",0.9,0.85,04-2301-3000,0.9,110119,"[""11:00~00:00""]","24.15073301311,120.66634001451",屋馬燒肉(園邸店)
196,"[""烘焙、甜點、零食"",""休閒零食""]",0.75,0.8,02-8262-0506,0.8,35786,"[""08:30~20:00""]","24.97781190455,121.46657490852999",手信坊文化形象館
270,"[""咖啡、簡餐、茶"",""咖啡專賣""]",0.75,0.85,02-2741-6161,0.7,155531,"[""11:00~22:00""]","25.04109400598,121.54975701482999",u*ki smile coffee
43,"[""冰品、飲料、甜湯"",""冰淇淋""]",0.7,0.65,039-77-1362,0.85,43082,"[""09:00~21:00""]","24.85932069627501,121.82556770982805",阿宗芋冰城
375,"[""中式料理"",""麵食點心""]",0.9,0.75,02-2321-8928,0.85,22206,"[""10:00~21:00""]","25.03348300584,121.53011201292",鼎泰豐(信義本店)
283,"[""烘焙、甜點、零食"",""西點烘焙、麵包""]",0.85,0.8,02-2632-0222,0.85,1016990,[],"25.07022120887,121.61314050519",麵包劇場 Alter Ego 1892
0,"[""中式料理"",""海鮮餐廳""]",0.65,0.65,04-2437-3728,0.75,1022460,"[""17:00~22:00"",""11:00~14:00""]","24.17699080216,120.73011621009",鮮霸王海產城
773,"[""日式料理"",""居酒屋""]",0.7,0.95,02-2778-1135,0.75,22211,"[""00:00~02:00"",""18:00~02:00""]","25.04328201314,121.55752000899",DOZO創作和食居酒屋
1154,"[""中式料理"",""台菜餐廳""]",0.75,0.9,02-2646-2266,0.75,7731,"[""12:00~15:00"",""18:00~21:00""]","25.125879007560002,121.62617601232",食養山房
193,"[""中式料理"",""粵菜 港式飲茶""]",0.6,0.55,02-2391-2022,0.75,6506,"[""11:00~22:00""]","25.02998500327,121.52743100206001",香港鑫華茶餐廳
900,"[""中式料理"",""海鮮餐廳""]",0.7,0.65,02-2332-2898,0.9,15851,"[""17:00~24:00"",""11:30~14:00""]","25.02892000231,121.50871500062",新東南海鮮餐廳
551,"[""鍋類"",""麻辣火鍋""]",0.85,0.85,02-2731-3779,0.9,148525,"[""11:00~01:00""]","25.03994100511,121.54505701731",洛神賦麻辣極品鴛鴦
215,"[""中式料理"",""熱炒、快炒""]",0.45,0.45,02-2636-0459,0.75,30222,"[""08:00~19:30""]","25.22203783886023,121.63823922887224",金包里鴨肉
730,"[""素食"",""西式""]",0.9,0.95,,0.85,1030378,[],"22.99809601337,120.20095200898",赤崁璽樓
735,"[""主題特色餐廳"",""景觀餐廳""]",0.7,0.75,03-922-9898,0.8,66537,"[""11:00~22:00""]","24.75435500261,121.67623370069",玻璃屋手作料理
601,"[""燒烤類"",""火烤兩吃""]",0.9,0.75,02-2331-5527,0.85,992146,"[""12:00~02:00"",""00:00~02:00""]","25.04201260546,121.50757871926007",我!就厲害(西門珍饌店)
356,"[""咖啡、簡餐、茶"",""複合式""]",0.65,0.8,02-2581-0826,0.6,47673,"[""12:00~24:00""]","25.05282901682,121.52378001029",夢見哈比屯
330,"[""異國料理"",""義式料理""]",0.6,0.55,02-2740-2328,0.85,28297,"[""11:00~22:00""]","25.03906100195,121.55738801084",蘇阿姨比薩屋
129,"[""早餐"",""其他類型早餐""]",0.75,0.85,0978-825-915,0.8,632396,"[""06:30~14:00""]","24.071327041162053,120.54238917313421",Butter巴特早午餐
971,"[""buffet自助餐"",""複合式""]",0.85,0.85,02-2311-5151,0.8,987250,[],"25.04625850734,121.51642180726",台北凱撒大飯店-Checkers自助式餐廳
471,"[""異國料理"",""義式料理""]",0.9,0.9,04-2252-1001,0.8,619036,"[""11:30~21:00""]","24.148799980688633,120.64285295226622",Casa Mago可薩瑪果義式餐廳
43,"[""冰品、飲料、甜湯"",""剉冰、豆花""]",0.5,0.65,02-2497-6505,0.75,33601,"[""09:00~20:00""]","25.10765000902,121.84368601767001",阿柑姨芋圓
790,"[""中式料理"",""海鮮餐廳""]",0.8,0.85,03-933-1900,0.75,72528,[],"24.74523001527,121.74180901481",青山食藝料理餐廳
689,"[""buffet自助餐"",""複合式""]",0.75,0.75,02-6617-1168,0.7,70952,"[""11:30~21:30""]","25.04934500568,121.51682500911",饗食天堂(京站店)
643,"[""異國料理"",""義式料理""]",0.85,0.9,02-2175-5588,0.85,65108,"[""11:30~24:00""]","25.051982014769997,121.54736400114",333 Restaurant & Bar
510,"[""中式料理"",""其它中式料理""]",0.65,0.65,02-8771-3288,0.85,119679,"[""17:30~22:30"",""11:00~14:30""]","25.03993201079,121.55465000538",秦味館(原：勺勺客陝西秦味館)
173,"[""烘焙、甜點、零食"",""西點烘焙、麵包""]",0.7,0.8,03-987-1122,0.65,956260,[],"24.83665530187,121.78587090468996",四圍堡車站
336,"[""異國料理"",""美式料理""]",0.85,0.7,02-2395-7917,0.7,107209,"[""09:00~23:00""]","25.03300400596,121.53033600579003",Focus Kitchen
413,"[""烘焙、甜點、零食"",""西點烘焙、麵包""]",0.6,0.75,02-2705-1669,0.75,93716,"[""11:30~21:00""]","25.036682004939998,121.54780001766",September Café 九月咖啡
534,"[""主題特色餐廳"",""動漫主題餐廳""]",0.85,0.95,02-2773-0303,0.8,1052706,[],"25.040765719430002,121.55425031109",拉拉熊主題餐廳 Rilakkuma Cafe'
326,"[""異國料理"",""美式料理""]",0.75,0.75,02-2732-2882,0.8,1018570,"[""11:00~23:00""]","25.026896118201375,121.5550791447409",TAKE OUT burger & cafe
240,"[""烘焙、甜點、零食"",""西點烘焙、麵包""]",0.6,0.65,02-2545-6760,0.75,31766,"[""10:30~20:30""]","25.058669012609997,121.54556301095",15區法式烘焙坊
272,"[""亞洲料理"",""泰式料理""]",0.6,0.5,02-2367-0739,0.8,9614,"[""11:00~22:30""]","25.014113006019997,121.53380600196",泰國小館(總店)
401,"[""日式料理"",""居酒屋""]",0.6,0.7,02-2720-7305,0.7,83993,[],"25.02562900673,121.56929401856",竹村居酒屋
59,"[""冰品、飲料、甜湯"",""剉冰、豆花""]",0.7,0.5,06-223-4427,0.9,59929,[],"22.99440200643,120.20029201844001",冰鄉
479,"[""主題特色餐廳"",""景觀餐廳""]",0.7,0.9,02-2862-3751,0.7,40124,[],"25.1337910156,121.53529100537",草山夜未眠
276,"[""燒烤類"",""炭烤串燒""]",0.8,0.65,06-237-7099,0.8,88469,"[""00:00~02:00"",""18:00~02:00""]","22.9945830114,120.21338201316",騷烤家(前鋒總店)
0,"[""鍋類"",""其他鍋類""]",0,0,,0,1135484,"[""17:00~01:00"",""00:00~01:00""]","24.17541870123,120.64638510876",漁夫鍋物 逢甲店
193,"[""咖啡、簡餐、茶"",""咖啡專賣""]",0.7,0.75,02-2321-3429,0.9,3989,"[""12:00~21:00""]","25.03050900525,121.51937500215999",三槐堂
228,"[""主題特色餐廳"",""情境主題餐廳""]",0.7,0.7,02-3365-2345,0.75,601380,"[""11:00~23:00""]","25.01200991576,121.53572700122",角頭炙燒牛排(公館店)
47,"[""小吃"",""其他小吃""]",0.55,0.4,02-2960-3503,0.85,36443,"[""10:00~19:00""]","25.010376012600002,121.45735801292",黃石市場生炒魷魚
210,"[""中式料理"",""粵菜 港式飲茶""]",0.6,0.6,02-2778-6466,0.75,22214,"[""11:30~23:30""]","25.042746915760002,121.54772000492002",Hong Kong茶水攤-嘜記飯堂(敦南分店)
173,"[""烘焙、甜點、零食"",""休閒零食""]",0.7,0.65,049-290-1649,0.75,47133,[],"23.96791001056,120.96020300574001",埔里酒廠
229,"[""咖啡、簡餐、茶"",""複合式""]",0.7,0.85,04-2302-2122,0.7,155297,"[""09:00~18:00""]","24.148490902229998,120.66338901623",LAbbito Café
257,"[""日式料理"",""日式麵食專賣""]",0.75,0.7,02-2778-1899,0.85,600556,"[""11:30~22:30""]","25.0421850125,121.54661000873999",ラーメン凪 Ramen Nagi 豚骨拉麵(忠孝店)
47,"[""冰品、飲料、甜湯"",""剉冰、豆花""]",0.65,0.55,03-954-4086,0.8,30982,"[""11:00~23:00""]","24.67600500196,121.76798800687",晶圓包心粉圓(創始店)
163,"[""中式料理"",""麵食點心""]",0.6,0.55,02-2773-5559,0.65,80786,"[""11:00~22:00""]","25.03979301431,121.55650800062",麻膳堂
881,"[""日式料理"",""綜合日式料理""]",0.75,0.9,02-2531-2827,0.8,1032262,"[""18:00~00:00"",""00:00~00:00""]","25.05109570958,121.52557170318",狸爐端燒 日式料理
358,"[""異國料理"",""美式料理""]",0.65,0.7,02-2871-5289,0.75,16687,"[""07:30~23:00""]","25.114864008250002,121.52741001146",鄉香美墨西餐
388,"[""咖啡、簡餐、茶"",""複合式""]",0.75,0.7,02-2723-0767,0.75,95242,"[""11:00~21:30""]","25.02870241565,121.57695720084999",Dazzling Cafe(3店)
432,"[""異國料理"",""美式料理""]",0.65,0.85,02-2883-3820,0.5,90619,"[""11:00~22:00""]","25.09314200357,121.52705601082002",伊莎貝拉風情館(士林店)
259,"[""咖啡、簡餐、茶"",""複合式""]",0.8,0.75,02-2559-7391,0.85,929896,"[""11:30~21:00""]","25.05578200392,121.51982200970998",Miss V Bakery
0,"[""素食"",""中式""]",0.65,0.65,05-370-1919,0.75,1094546,"[""16:00~19:00"",""06:30~14:00""]","23.4610846144,120.2460249079",樸素齋坊-阿義師連鎖蔬食(朴子店)
215,"[""日式料理"",""日式麵食專賣""]",0.7,0.65,02-2721-6688,0.75,8211,"[""11:30~22:00""]","25.040880009130003,121.5466410147",森本家の玫瑰緣別館(大安店)
134,"[""早餐"",""西式早餐""]",0.85,0.75,07-313-0090,0.9,1031302,"[""07:00~22:00""]","22.64990501449,120.30373580697",熱樂煎爆漿乳酪三明治(高雄店)
